ts,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133
1177858541,0.43706152,0.40627748,0.47475082,0.35275865,0.41752917,0.36864498,0.5524219,0.36261186,0.43797854,0.37794024,0.73209035,0.57524335,0.40932,0.5839939,0.8501366,0.90800816,0.36528435,0.84634376,0.56518704,0.95491844,0.28791776,0.8891764,0.6806841,1.0,0.45239267,1.0,0.6221389,1.0,0.4078332,1.0,0.6140113,1.0,0.4083762,1.0,0.47696817,0.44082028,0.43865526,0.44591892,0.48844245,0.9890862,0.23958513,0.8983679,0.4588823,0.95675737,0.23408283,0.8735951,0.47186086,0.94354254,0.26121518,0.87261856,0.58877486,0.9319466,0.53710485,0.9155008,0.48262805,0.9218081,0.43754917,0.9382949,0.40333417,0.95206124,0.46785668,0.90767354,0.41149402,0.93624306,0.3805334,0.9601223,0.35746574,0.9825839,0.48586157,0.9197457,0.42407072,0.95609635,0.38879532,0.98996294,0.3650039,1.0,0.51212275,0.94063437,0.46128008,0.9776077,0.43759394,1.0,0.42242345,1.0,0.54116964,0.9672685,0.5160183,1.0,0.5098696,1.0,0.50612056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177858602,0.4438893,0.40590465,0.48097247,0.35268822,0.42086312,0.36775517,0.5564447,0.36273414,0.43752262,0.3779562,0.7323389,0.57385504,0.40737885,0.58419025,0.85095954,0.9086165,0.36544436,0.8543488,0.5645923,0.95488155,0.2965267,0.892266,0.68233144,1.0,0.45326102,1.0,0.6274248,1.0,0.4116917,1.0,0.6209841,1.0,0.4138371,1.0,0.48212004,0.44067624,0.44227627,0.4455126,0.48827922,0.98682827,0.24777111,0.9018692,0.45916265,0.9568083,0.23813826,0.8744447,0.4738632,0.9442175,0.27261734,0.87702847,0.5826657,0.93186307,0.53098154,0.91459495,0.47754508,0.92099756,0.43532857,0.94030726,0.40498957,0.95834035,0.45907912,0.9112312,0.40231666,0.9429605,0.37240997,0.9714124,0.3520925,0.9961423,0.48015246,0.92319286,0.4179913,0.9607319,0.38325498,0.9976252,0.36264417,1.0,0.50976443,0.94339234,0.45699567,0.9807897,0.43370014,1.0,0.41991562,1.0,0.5422049,0.9684831,0.51527923,1.0,0.50540394,1.0,0.49923092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177861813,0.47663906,0.39299235,0.51787704,0.34411544,0.46049106,0.35484707,0.59624547,0.35686612,0.47711933,0.36727756,0.77140427,0.58179045,0.4287054,0.5716756,0.87814957,0.9209896,0.35909313,0.8191052,0.5980381,0.9610633,0.2848165,0.87794757,0.69500726,1.0,0.4708018,1.0,0.6527602,1.0,0.42298606,1.0,0.6413233,1.0,0.42066634,1.0,0.51436263,0.431092,0.47631508,0.4332801,0.5071867,0.99541795,0.24342561,0.9037936,0.48494145,0.9598832,0.2598373,0.8906163,0.5022916,0.94330215,0.27815393,0.88530767,0.5856497,0.93728596,0.52949566,0.9112482,0.47294167,0.9135095,0.4232754,0.9235997,0.38802406,0.93684185,0.4627822,0.91399395,0.3990335,0.9458799,0.36529806,0.97112185,0.3410621,0.99299276,0.47941467,0.9333951,0.41170523,0.96754867,0.37495208,0.9983461,0.35324064,1.0,0.50380087,0.95783424,0.44894704,0.99601567,0.42088544,1.0,0.40455988,1.0,0.53202736,0.98409474,0.49346742,1.0,0.47422892,1.0,0.45940334,1.0,0.2920231,0.83837736,0.28324994,0.8674281,0.2615749,0.8892511,0.24107102,0.90592104,0.22396693,0.9221634,0.2194081,0.86068666,0.1895524,0.8877944,0.17497954,0.90622133,0.1651983,0.91794455,0.21837988,0.85035414,0.1954094,0.8837877,0.18566847,0.9048255,0.17828189,0.9181877,0.22061673,0.8481163,0.21002384,0.88167983,0.20485537,0.9009404,0.20000929,0.9123773,0.22328568,0.8498214,0.21570866,0.87807786,0.21426143,0.8948112,0.21354353,0.90541995
1177861949,0.47542816,0.3914761,0.51603764,0.3437873,0.4596926,0.3546449,0.5936631,0.3556042,0.47674975,0.36699829,0.770461,0.5825987,0.42884684,0.58283263,0.8807067,0.9182687,0.363447,0.8435334,0.59470254,0.9596893,0.29750487,0.8886686,0.7008404,1.0,0.4641859,1.0,0.6661252,1.0,0.43126586,1.0,0.66189706,1.0,0.43112305,1.0,0.5131723,0.42990658,0.4759844,0.43282336,0.5046027,0.99423957,0.26564983,0.907385,0.48357782,0.9602972,0.27120924,0.8891776,0.50000477,0.94449335,0.2913031,0.88462687,0.5882065,0.935899,0.53305936,0.91158384,0.47403675,0.9134149,0.4230681,0.92343664,0.38763204,0.9375147,0.46132782,0.9137026,0.3975791,0.9496684,0.3623931,0.9758336,0.33747882,0.99739707,0.4782641,0.9326657,0.40854022,0.96971494,0.37011033,1.0,0.34651363,1.0,0.5031522,0.95700765,0.44366997,0.9976569,0.41592687,1.0,0.3989131,1.0,0.53239465,0.9832717,0.49146196,1.0,0.47144493,1.0,0.45583063,1.0,0.30626515,0.83934206,0.30603233,0.86468524,0.28313977,0.8835436,0.25883478,0.8994715,0.23809506,0.9168082,0.225251,0.8574454,0.19551018,0.8830386,0.1869394,0.8991352,0.18006341,0.90899444,0.22242467,0.8474479,0.2119239,0.8850964,0.22520915,0.90251505,0.23221195,0.9069924,0.22547889,0.8473083,0.22612837,0.8835159,0.23984216,0.89532274,0.24494177,0.895277,0.22792026,0.8508681,0.22991118,0.88042873,0.24090959,0.89089787,0.24728963,0.8910821
1177863267,0.44823274,0.3970382,0.48470125,0.3475967,0.4437298,0.35688412,0.5676784,0.35762534,0.4759387,0.36623633,0.7659527,0.58542985,0.43291646,0.58177936,0.85644954,0.9174524,0.38658687,0.83874947,0.57253265,0.96444637,0.31038192,0.89624804,0.71302414,1.0,0.49228334,1.0,0.6587211,1.0,0.43982062,1.0,0.6514355,1.0,0.4509957,1.0,0.48767945,0.43289113,0.459451,0.43427655,0.48812214,0.99044967,0.28198555,0.91472137,0.46537292,0.9615306,0.27552697,0.8839608,0.48422512,0.9465971,0.29145402,0.8755597,0.58660096,0.93724704,0.5306389,0.91259056,0.47370985,0.9148088,0.4248103,0.9271928,0.39144593,0.94242275,0.46160197,0.91397524,0.39541614,0.94907904,0.36095783,0.9771614,0.33718407,1.0,0.4801353,0.9327693,0.41145748,0.9675907,0.37428313,0.99900025,0.35229886,1.0,0.50552386,0.9565886,0.44898072,0.9942336,0.42007542,1.0,0.40327665,1.0,0.5336667,0.9828872,0.49496204,1.0,0.47489434,1.0,0.4600057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177865068,0.4528683,0.401,0.49129093,0.34879318,0.4325726,0.3612645,0.57086426,0.3601804,0.45353526,0.37363672,0.7565027,0.58077496,0.42646235,0.5784875,0.8517605,0.9194209,0.39526188,0.84089434,0.5371293,0.9652441,0.30904484,0.8988756,0.7027143,1.0,0.48469856,1.0,0.64212734,1.0,0.36813337,1.0,0.61629003,1.0,0.42992753,1.0,0.49161232,0.435692,0.45406976,0.43873647,0.45492816,0.99868286,0.27894625,0.9272312,0.42938897,0.95939696,0.27225938,0.8811621,0.4464578,0.9477443,0.29092962,0.88046265,0.5835305,0.9348922,0.5260657,0.9140361,0.46416616,0.9155215,0.4121726,0.92034626,0.3737939,0.92142314,0.45748627,0.91115314,0.39155746,0.94665,0.35392344,0.97208273,0.32629555,0.9947767,0.47535723,0.9272498,0.4079625,0.9610895,0.3672938,0.992914,0.34071386,1.0,0.5013497,0.94972444,0.44669247,0.98483753,0.4146551,1.0,0.3928483,1.0,0.5309424,0.9765378,0.49780974,1.0,0.47934517,1.0,0.46402454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177866975,0.4710278,0.36343023,0.52198917,0.31184143,0.43800837,0.3199387,0.60166717,0.33271703,0.44228506,0.34137014,0.7472018,0.57419443,0.43265098,0.5552468,0.9704219,0.82949555,0.39828628,0.7896565,1.0,1.0,0.30220237,0.8672022,0.70118636,1.0,0.47919324,1.0,0.6683087,1.0,0.45782965,1.0,0.65331626,1.0,0.44307157,1.0,0.5109314,0.4059922,0.4577108,0.40578875,1.0,1.0,0.25320598,0.8898034,1.0,1.0,0.24680573,0.8687728,1.0,1.0,0.27532917,0.8622623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177867052,0.4857464,0.36003402,0.5350143,0.30808982,0.44863117,0.31867015,0.60860837,0.33268732,0.44146124,0.34252793,0.75023323,0.57721835,0.42854035,0.5679751,0.9546605,0.8127594,0.39583626,0.8156939,1.0,1.0,0.28682873,0.8696206,0.6990731,1.0,0.47292015,1.0,0.65884876,1.0,0.44732302,1.0,0.6313238,1.0,0.41687787,1.0,0.52640384,0.40372837,0.4674767,0.4052873,1.0,1.0,0.25052038,0.8900179,1.0,1.0,0.2357581,0.86615646,1.0,1.0,0.25796628,0.85652006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177867211,0.4883226,0.35373038,0.5393023,0.30534315,0.45054507,0.3123986,0.6135221,0.33296722,0.43805155,0.34022287,0.7585022,0.59317714,0.41642874,0.5673293,0.9614191,0.8633326,0.3787422,0.810869,0.99978673,1.0,0.27657074,0.8684228,0.7015508,1.0,0.46609268,1.0,0.66061604,1.0,0.441976,1.0,0.631864,1.0,0.4179239,1.0,0.53045017,0.40160078,0.46775827,0.40208298,1.0,1.0,0.24606635,0.88439137,1.0,1.0,0.2358845,0.85811454,1.0,1.0,0.2510472,0.8553983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177867349,0.4877955,0.35382748,0.53689003,0.30548647,0.44811773,0.3126277,0.61190116,0.33295488,0.43437374,0.33954135,0.7408708,0.5862509,0.41656214,0.55520415,0.9203756,0.81520176,0.3910994,0.74337965,0.9420212,1.0,0.30327937,0.85341084,0.6780607,1.0,0.47436878,1.0,0.6685312,1.0,0.47666332,1.0,0.64841866,1.0,0.45861328,1.0,0.52655154,0.4016036,0.46550483,0.4021331,0.98432153,1.0,0.2561312,0.8751646,0.94588554,1.0,0.25200105,0.8571659,0.9233501,1.0,0.28005323,0.85466784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177867626,0.4400365,0.35080174,0.48991054,0.30014113,0.40626734,0.31036404,0.5773051,0.3289664,0.40457043,0.33723605,0.7129286,0.5935897,0.40387648,0.54517716,0.8988553,0.86593765,0.38609454,0.7609416,0.94097084,1.0,0.2826626,0.8532289,0.6565472,1.0,0.451386,1.0,0.60581553,1.0,0.41379082,1.0,0.58272296,1.0,0.3949829,1.0,0.4818387,0.3979026,0.42554232,0.3995188,0.96539,1.0,0.24914008,0.8720598,0.9296787,1.0,0.22699843,0.8568969,0.90902716,1.0,0.25608286,0.8503436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177867707,0.4340719,0.34896284,0.486427,0.29680315,0.399383,0.3074784,0.57119864,0.3262452,0.39527002,0.33319622,0.6971666,0.58788365,0.39994198,0.5455225,0.8999425,0.8628978,0.36865517,0.7895851,0.92943007,1.0,0.28285307,0.8603393,0.6467504,1.0,0.448649,1.0,0.60338914,1.0,0.4151551,1.0,0.5789065,1.0,0.3897479,1.0,0.47593877,0.39629927,0.41728756,0.39720502,0.9550672,1.0,0.24915309,0.87901944,0.9135907,1.0,0.22643271,0.8663932,0.8921209,1.0,0.25650877,0.8630202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177867948,0.43131047,0.34874958,0.4839676,0.2968036,0.39658624,0.3074365,0.5667642,0.3267741,0.3865751,0.33309075,0.70190704,0.5865892,0.38730693,0.5482814,0.8950431,0.8350886,0.36928993,0.7739982,0.9305643,1.0,0.28074768,0.86492264,0.6488648,1.0,0.44399038,1.0,0.6116965,1.0,0.4234768,1.0,0.5962638,1.0,0.406902,1.0,0.47323245,0.3963627,0.41589734,0.39722976,0.9521298,1.0,0.24444541,0.88445044,0.9135125,1.0,0.22724728,0.86772335,0.8922254,1.0,0.25132686,0.86451775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177868100,0.42893723,0.35425526,0.4807695,0.3025042,0.39510846,0.31346357,0.5637331,0.32897228,0.3875278,0.33642146,0.69889146,0.5854631,0.3874254,0.54974,0.8887086,0.81509113,0.3699849,0.75993294,0.9245533,1.0,0.28340805,0.86205447,0.63893044,1.0,0.4440845,0.9962515,0.5915135,1.0,0.40953252,1.0,0.58086026,1.0,0.39899173,1.0,0.4701606,0.3993956,0.41592798,0.4005073,0.94435114,1.0,0.24537563,0.8844119,0.9090024,1.0,0.2277577,0.8672166,0.88875645,1.0,0.25464833,0.8635158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
